"고유번호","언어","상호명","콘텐츠URL","주소","신주소","전화번호","팩스번호","웹사이트","운영시간","운영요일","휴무일","교통정보","태그","장애인편의시설"
"27219","ko","남대문시장 관광안내소","https://korean.visitseoul.net/attractions/남대문시장-관광안내소/KOP027219?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP027219","100-804 서울 중구 남창동 52-1 ","04528 서울 중구 남창동 52-1 코코상가 앞 (지하철4호선 회현역 5번출구 50M앞) ","+82-2-752-1913","","http://www.sta.or.kr","10:00~19:00 (KST)","","","4호선 회현역 5번 출구에서 약 80m (도보 1분)","관광안내소,남대문,남대문시장,안내소,남대문시장-관광안내소,안내,여행",""
"11144","ko","디지털미디어시티","https://korean.visitseoul.net/attractions/디지털미디어시티/KOP011142?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP011142"," 서울 마포구 상암동 1612 택지개발지구 DMC","03926 서울 마포구 월드컵북로 366 (상암동, DMC 홍보관) ","","","https://www.sba.seoul.kr/kr/sbst15h1#business03","","","","6호선, 경의중앙선, 공항철도 디지털미디어시티역 9번 출구에서 약 520m (도보 8분) ","디지털미디어시티, DMC,DMC문화공원, 누리꿈스퀘어, DMC홍보관, 한국문화콘텐츠센터,디지털파빌리온, IT,홍대",""
"276","ko","남산골 한옥마을","https://korean.visitseoul.net/attractions/남산골-한옥마을/KOP000276?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP000276","100-272 서울 중구 필동2가 84-1 ","04626 서울 중구 퇴계로34길 28 (남산골한옥마을) ","02-6358-5533","","http://hanokmaeul.or.kr","하절기(4월~10월) 09:00 - 21:00 동절기(11월~3월) 09:00 - 20:00   -전통정원 개방시간 24시간 개방","화요일 ~ 일요일","월요일","3,4호선 충무로역 4번 출구에서 약 120m (도보 2분)","서울여행,서울사진명소,서울남산,남산공원,서울데이트코스,국내한옥마을추천,서울전통명소,서울아이와나들이,남산둘레길,남산골한옥마을,서울핫플레이스","장애인화장실,접근가능"
"36","ko","남산서울타워 ","https://korean.visitseoul.net/attractions/남산서울타워/KOP000036?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP000036","140-022 서울 용산구 용산동2가 산 1-3 ","04340 서울 용산구 남산공원길 105 (용산동2가, YTN서울타워) ","02-3455-9277","","http://www.seoultower.co.kr/","평일 09:30-22:30 주말 및 공휴일 10:00-23:00 * 마감시간 30분 전까지 입장 가능 * 레스토랑 운영시간은 매장마다 상이하므로 홈페이지 참고","매일","연중무휴","3, 4호선 충무로역 / 3호선 동대입구역에서 순환버스 01번(남산순환) 탑승, '남산서울타워' 정류장 하차 후 약 357m ( 도보 8분) 서울시티투어버스 탑승 후 'N서울타워' 정류장 하차","야경,남산타워전망대,남산타워,케이블카,서울데이트,서울야경,남산서울타워,명동,남산,서울데이트장소,전망,서울야경명소,전망대,N서울타워","장애인화장실,접근가능,엘리베이터,장애인 안내(휠체어 대여 및 기타)"
"35015","ko","남산케이블카","https://korean.visitseoul.net/attractions/남산케이블카/KOP035015?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP035015"," 서울 중구 회현동1가 산 1-19 ","04630 서울 중구 소파로 83 (회현동1가, 남산케이블카) ","02-753-2403","","http://www.cablecar.co.kr/","10:00 ~ 23:00","매일 ","","4호선 명동역 4번 출구에서 약 571m (도보 10분)","서울구경,서울구경,남산타워,남산케이블카,서울야경,남산,가족나들이,서울여행,남산타워전망대,야경,N서울타워,남산전망대,서울,서울투어",""
"3164","ko","남포면옥(중구)","https://korean.visitseoul.net/attractions/남포면옥중구/KOP003160?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP003160"," 서울 중구 다동 125 ","04522 서울특별시 중구 을지로3길 24 (다동) ","02-777-2269","","","월요일 ~ 금요일 11:30 ~ 22:00 토요일 ~ 일요일 11:30 ~ 21:00","","명절 당일","2호선 을지로입구역 1-1번 출구에서 약 150m (도보 2분) ","갈비탕,냉면,을지로맛집,어복쟁반,남포면옥",""
"25928","ko","납청놋전","https://korean.visitseoul.net/attractions/납청놋전/KOP025928?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP025928","  ","03146 서울 종로구 인사동10길 5 (관훈동) ","02-736-5492","","http://www.napcheong.com","화~일 10:30 ~ 18:00","화요일~일요일","월요일","3호선 안국역 6번 출구에서 약 370m (도보 6분)"," 방짜유기,오래가게, 놋그릇, 납청유기, 안국역, 이봉주방짜유기, 이형근방짜유기",""
"27474","ko","서울상회","https://korean.visitseoul.net/attractions/서울상회/KOP027474?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP027474","  ","04528 서울 중구 남대문시장4길 2 ","0507-1401-8149","","","07:00~22:00","매일","없음","4호선 회현역 5번 출구에서 254m (도보3분)"," 남대문시장, 김,송이버섯,홍삼,오래가게, 기념품",""
"24904","ko","내자땅콩","https://korean.visitseoul.net/attractions/Naeja-Peanuts-kr/KOP024904?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP024904"," 서울 종로구 내자동 21-1 ","03041 서울 종로구 사직로 111 (내자동) ","02-730-7239","","","11:00 ~ 16:00 (소진시 영업 종료/브레이크타임 13:00 ~ 14:00)","월요일~토요일 ","일요일","지하철 3호선 경복궁역 1번 출구, 103m "," 땅콩센베이,오래가게,꽈배기",""
"48454","ko","녹사평 육교","https://korean.visitseoul.net/attractions/noksapyeongoverpass/KOPuqpj4a?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPuqpj4a"," 서울 용산구 용산동4가 4 ","04353 서울 용산구 녹사평대로 지하 195 (용산동4가, 6호선 녹사평역) ","","","","","매일","","6호선 녹사평역 3번 출구 56m (도보 1분)","드라마촬영지, 이태원클라쓰,녹사평역사진스팟",""
"32546","ko","대림시장 감자국거리","https://korean.visitseoul.net/attractions/대림시장-감자국거리/KOP032546?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP032546"," 서울 은평구 응암동 754-1 대림시장 감자국거리","03480 서울 은평구 응암로4길 26 (응암동) 대림시장 감자국거리","02-302-1666","",""," 9:00~18:00","","","6호선 새절역 2번 출구에서 약 860m (도보 16분)","새절역,응암동,대림시장, 은평구, 감자국거리",""
"43509","ko","대성표구사","https://korean.visitseoul.net/attractions/Daesung/KOP3iuk2x?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP3iuk2x"," 서울 용산구 한남동 736-8 ","04404 서울 용산구 이태원로 216 (한남동) ","02-794-3681","","","월요일~토요일 10:30~18:00","월요일~토요일","일요일","6호선 이태원역 3번 출구에서 약 334m (도보 6분)"," 이태원, 표구, 한남동, 민화,액자, 풍속도,오래가게, 용산",""
"10929","ko","대오서점","https://korean.visitseoul.net/attractions/대오서점/KOP010928?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP010928","110-805 서울 종로구 누하동 33","03036 서울특별시 종로구 자하문로7길 55  (누하동) ","02-735-1349","","","매일 12:00-21:00 ","","","3호선 경복궁역 2번 출구에서 약 544m (도보 8분) "," 가볼만한곳,노포,서촌,대오서점,상어-촬영지,아이유,서촌나들이,서촌카페",""
"6668","ko","대한민국역사박물관","https://korean.visitseoul.net/attractions/대한민국역사박물관/KOP006667?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP006667"," 서울시 종로구 세종로 82-1 대한민국역사박물관 ","03141 서울시 종로구 세종대로 198 (세종로) ","02-3703-9200","","http://www.much.go.kr","10:00 ~ 18:00 (수요일 / 토요일 10:00 ~ 21:00)  *폐관 30분 전 입장 마감","월요일 ~ 일요일","-1월 1일 -설날 -추석 휴관  ","5호선 광화문역 2번 출구에서 약 217m (도보 3분) ","경복궁역,역사체험학습, 역사박물관, 전시, 광화문역,종각역,독립선언서,박물관, 전망대,대한민국역사박물관,광화문,야경","장애인화장실,장애인 전용 주차장,접근가능,엘리베이터,장애인 안내(휠체어 대여 및 기타)"
"48679","ko","서울시립 사진미술관","https://korean.visitseoul.net/attractions/SeMA-photo-museum/KOPl3j0oy?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPl3j0oy"," 서울 도봉구 창동 1-7 서울시립 사진미술관","01411 서울 도봉구 마들로13길 68 (창동) 서울시립 사진미술관","02?2124?7600","","https://sema.seoul.go.kr/kr/visit/photo_museum","화~금 10:00-20:00 토,일,공휴일  하절기(3-10월) 10:00-19:00 동절기(11-2월) 10:00-18:00 문화가 있는 날(매월 마지막 주 수요일) 10:00-22:00","미술관 개관 : 5월 29일","1월 1일, 매주 월요일 휴관 * 월요일이 공휴일인 경우 정상 개관","지하철 1/4호선 창동역 1번출구 264m","예술,사진,문화,창동역,서울시립사진미술관,서울전시,미술관",""
"2030","ko","대한성공회서울주교좌성당(서울성공회성당)","https://korean.visitseoul.net/attractions/비스타-워커힐-서울-웰니스클럽/KOP002030?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP002030"," 서울 중구 정동 3"," 서울특별시 중구 세종대로21길 15 (정동) ","02-730-6611","","http://www.cathedral.or.kr","평일 11:00 ~16:00 통화가능시간: 화요일 ~ 일요일 (09:00 ~ 18:00)","월요일 ~ 토요일","일요일에는 예배만 가능","1,2호선 시청역 3번 출구에서 약 195m (도보 3분) "," 시청역, 천주교,서울주교좌성당, 광화문역,대한성공회, 덕수궁돌담길,광화문",""
"2049","ko","덕수궁","https://korean.visitseoul.net/attractions/덕수궁/KOP002046?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP002046","100-120 서울 중구 정동 5-1","04519 서울 중구 세종대로 99 ","02-771-9951","","https://royal.khs.go.kr/ROYAL/contents/menuInfo-gbg.do?grpCode=dsg ","09:00 ~ 20:00 (매표 및 입장시간) 21:00 (퇴장시간)","화요일~일요일 ","월요일","1,2호선 시청역 1번 출구에서 약 72m (도보 1분)  ","궁궐투어,한국역사,한국궁,서울여행,정동돌담길,덕수궁투어,덕수궁야간,서울걷기좋은길,서울야경,서울필수여행지,한국여행지,궁,서울나들이,덕수궁,한국전통,정동길,고종의길","장애인화장실,장애인 안내(휠체어 대여 및 기타)"
"23563","ko","덕수궁돌담길","https://korean.visitseoul.net/attractions/deoksugungstreet/KOP023563?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP023563"," 서울 중구 정동 4 ","04519 서울 중구 세종대로 지하 101 덕수궁 돌담길 ","02-751-0734","","https://royal.khs.go.kr/ROYAL/contents/menuInfo-dsg.do?grpCode=dsg#;","24시간","","","1,2호선 시청역 1번 출구에서 약 168m (도보 3분)","서울데이트코스,서울낭만적인장소,가을데이트코스,서울산책길,덕수궁돌담길,연인과함께,서울가을명소,서울나들이,서울걷기좋은곳,걷기좋은길,주말나들이",""
"1789","ko","도산공원","https://korean.visitseoul.net/attractions/도산공원/KOP001789?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP001789","135-896 서울 강남구 신사동 649-9 649-9","06020 서울 강남구 도산대로45길 20 (도산전시관) ","02-3423-6285","","","24시간 개방 * 도산 안창호 기념관 매일 10:00 ~ 18:00","월요일 ~ 일요일 ","도산 안창호 기념관 1월 1일, 명절 연휴 휴무 ","3호선 압구정역 3번 출구에서 약 882m (도보 14분)","도산공원, 전시, 압구정역,강남, 도산안창호,공원,기념관,안창호","장애인화장실,접근가능"
"28329","ko","독수리다방","https://korean.visitseoul.net/attractions/독수리다방/KOP028329?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP028329","  ","03776 서울 서대문구 연세로 36 독수리빌딩 8층 ","02-363-1222","","https://www.instagram.com/dokdabang/#","11:00~23:30","매일","없음","지하철 2호선 신촌역 3번 출구, 360m","카페,오래가게,커피,엔티크,연세대,신촌,서울미래유산",""
"23761","ko","돈의문 박물관 마을","https://korean.visitseoul.net/attractions/doneuimunmuseumvillage/KOP023761?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP023761","110-062 서울 종로구 신문로2가 7-22 ","03178 서울 종로구 송월길 14-3 (신문로2가, 국도빌딩) ","02-739-6994","","http://dmvillage.info/","10:00~19:00","화요일~일요일","월요일, 1월1일","5호선 서대문역 4번 출구에서 약 349m (도보 6분)","서대문역,교육,돈의문시간여행,서울100년시간여행놀이터,돈의문,전시,돈의문마켓,돈의문박물관마을",""
"23759","ko","돈의문 터(옛 서대문)","https://korean.visitseoul.net/attractions/돈의문-터옛-서대문/KOP023759?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP023759","110102 서울 종로구 평동 112 ","110102 서울 종로구 평동 112 ","","","","24시간","","연중무휴","5호선 서대문역 4번 출구에서 약 262m (도보 4분)","성곽길,돈의문,도성,새문,서울가볼만한곳,광화문,사대문,국내여행,문화유산,서대문,서전문,서대문역,돈의문박물관마을,한양도성순성길",""
"29381","ko","돈의문역사관","https://korean.visitseoul.net/attractions/돈의문전시관/KOP029381?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP029381","110-062 서울 종로구 신문로2가 7-33 ","03178 서울 종로구 새문안로 35-54 (신문로2가) ","02-724-0271","","https://museum.seoul.go.kr/www/intro/annexIntro/annex_donuimoon/annex_donuimoon_01.jsp?sso=ok","09:00 ~ 18:00 (입장마감 17:30)","화요일~일요일","월요일, 1월 1일","5호선 서대문역 4번 출구에서 약 400m (도보 6분)"," 새문안로,역사,문화공간, 서대문역, 사진갤러리, 아지오, 유적,돈의문,경희궁,한정, 돈의문박물관마을, 돈의문역사관",""
"27472","ko","돌 레코드","https://korean.visitseoul.net/attractions/돌-레코드/KOP027472?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP027472","  ","04571 서울 중구 마장로9길 49-29 ","02-2235-7130","","","10:00~19:00","매일","없음","1?6호선 동묘?역 5번 출구에서 약 400m (도보 6분) "," 레코드,오래가게, CD, 테이프, 중고, LP판, LD판",""
"27215","ko","동대문 관광안내소","https://korean.visitseoul.net/attractions/동대문-관광안내소/KOP027215?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP027215","100-729 서울 중구 을지로6가 18-21 ","04564 서울 중구 장충단로 247 (굿모닝시티쇼핑몰) ","+82-2-2236-9135","","http://www.sta.or.kr","10:00 ~ 01:00","","설, 추석 당일 휴무","2,4,5호선 동대문역사문화공원역 14번 출구에서 약 32m (도보 1분) 1,4호선 동대문역 8번 출구에서 약 466m (도보 7분)","동대문,관광,여행,동대문-관광안내소,안내소,관광안내소",""
"45519","ko","백양세탁","https://korean.visitseoul.net/attractions/Baekyang-2024/KOP8onuvv?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP8onuvv"," 서울 종로구 계동 140-24 ","03057 서울 종로구 계동길 54 (계동) ","02-762-1261","","","","","","3호선 안국역 3번 출구에서 332m (도보 5분)","백양세탁소,종로",""
"24679","ko","동대문디자인플라자 (DDP)","https://korean.visitseoul.net/attractions/Dongdaemun-Design-Plaza-kr/KOP024679?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP024679","100-197 서울 중구 을지로7가 2-1 ","04566 서울 중구 을지로 281 (을지로7가, 디자인장터) ","02-2153-0000","","https://ddp.or.kr/","10:00 ~ 20:00 (공간별 운영시간 상이, 홈페이지 참조)","매일","","2,4,5호선 동대문역사문화공원역 1번 출구에서 약 37m (도보 1분)","서울놀거리,서울데이트코스,서울동대문역사문화공원역,서울DDP,서울복합문화공간,DDP,서울볼거리,동대문디자인플라자,서울명소",""
"26206","ko","동대문역사관 상설전시실 재개관","https://korean.visitseoul.net/attractions/동대문역사관/KOP026206?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP026206","100-197 서울 중구 을지로7가 2-1 ","04566 서울 중구 을지로 281 (을지로7가, 2-1) 동대문역사공원 내 동대문역사관","+82-2-2153-0200","","http://www.museum.seoul.kr","10:00~18:00","행사기간 담당자 문의","월요일","2호선 동대문역사문화공원 1?2번 출구  지선버스 - 2012 동대문디자인플라자 하차 도보1분","상설전시실,유물,동대문,전시,전시회,동대문역사관,서울역사박물관,박물관,동대문역사문화공원","접근가능,엘리베이터,장애인 안내(휠체어 대여 및 기타),장애인화장실"
"18898","ko","동림매듭공방","https://korean.visitseoul.net/attractions/동림매듭공방/KOP018898?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP018898"," 서울 종로구 가회동 11-7 ","03056 서울 종로구 북촌로12길 10 ","02-3673-2778","","http://www.shimyoungmi.com/","10:00~18:00, 10:00~17:00 (11월~2월, 동절기)","화요일~일요일","월요일   ","3호선 안국역 2번 출구에서 약 571m (도보 9분)","전통공예,북촌한옥마을,매듭체험,창작품,전통매듭,오래가게,전통체험",""
"43474","ko","동부고려제과","https://korean.visitseoul.net/attractions/2023113/KOPusfd76?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPusfd76","  ","02163 서울 중랑구 망우로 388 ","02-433-1783","","tjwhdgur567.modoo.at","06:30~00:30","매일","매월 1, 3번재 화요일 ","지하철 경의중앙/경춘선 망우역 1번 출구, 309m ","망우동,동네빵집,빵,천연발효,상봉역,제과점,오래가게,서울미래유산,소화잘되는빵",""
"26191","ko","동양방아간","https://korean.visitseoul.net/attractions/동양방아간/KOP026191?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP026191"," 서울 종로구 부암동 244-5 ","03020 서울 종로구 자하문로40길 77 (부암동) ","02-379-6987","","","09:00~17:00","매일","없음","경복궁역 3번 출구에서 7022, 7012, 1020 지선버스 탑승. 부암동주민센터.무계원 정류장에서 하차 후 약 168m (도보 3분) ","떡집,오래가게,흑임자인절미, 부암동, 쑥인절미",""
"34857","ko","서울기록원","https://korean.visitseoul.net/attractions/서울기록원/KOP034857?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP034857"," 서울 은평구 녹번동 7-1 ","03371 서울 은평구 통일로62길 7 (녹번동, 서울기록원) ","02-350-5600","","https://archives.seoul.go.kr","10:00 ~ 17:00","화요일-일요일","월요일","3,6호선 불광역 2번 출구에서 약 370m (도보 6분)","서울기록원",""
"2039","ko","떡박물관","https://korean.visitseoul.net/attractions/떡박물관/KOP002037?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP002037","110-360 서울 종로구 와룡동 164-2 서울 종로구 와룡동 164-2","03132 서울 종로구 돈화문로 71 (와룡동, 떡박물관) ","02-741-5447","","http://www.tkmuseum.or.kr","월~토요일(10:00~18:00) (17시 30분까지 입장완료) ","","-일요일 -설, 추석 당일","1, 3, 5호선 종로3가역 7번 출구에서 약 286m (도보 4분) "," 전통체험,떡만들기체험, 한국전통음식연구소, 전통음식, 전통, 전통식문화체험, 종로3가역, 박물관, 떡박물관, 체험관, 떡카페",""
"5815","ko","롯데월드 민속박물관","https://korean.visitseoul.net/attractions/롯데월드-민속박물관/KOP005815?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP005815","138-721 서울 송파구 잠실동 40-1 서울 송파구 잠실동 40-1","05554 서울 송파구 올림픽로 240 (잠실동, 롯데월드) ","1661-2000","","http://www.lotteworld.com/museum/","평일 11:00 - 19:00(입장 및 매표 마감시간 18:30) 주말 11:00 - 20:00(입장 및 매표 마감시간 19:00)","월요일 ~ 일요일","","2,8호선 잠실역 2번출구에서 약 144m (도보 2분)","전통, 어린이박물관, 전통음식,롯데월드민속박물관,잠실, 전통공예품, 궁중의례, 민속식당가,박물관, 잠실역, 전시","장애인 전용 주차장,장애인화장실,접근가능,엘리베이터,장애인 안내(휠체어 대여 및 기타)"
"21278","ko","롯데월드타워","https://korean.visitseoul.net/attractions/롯데월드타워/KOP021278?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP021278","138-240 서울 송파구 신천동 29 ","05551 서울 송파구 올림픽로 300 (신천동) ","02-3213-5000","","http://www.lwt.co.kr/","매일 09:00 - 20:30 롯데면세점, 연중 무휴 매일 10:00 - 23:00 롯데마트, 격주 일요일 휴무 매일 10:00 - 20:00 롯데아쿠아리움, 연중 무휴 매일 10:30 - 20:00 에비뉴엘, 월 1회 정기 휴무 매일 10:30 - 22:00 쇼핑몰, 연중 무휴  서울스카이 평일 10:30 - 22:00 (월~목요일, 일요일) 주말 10:30 - 23:00 (금, 토, 공휴일 前일) ※시설별 상이 (홈페이지 참조)","월~일","연중무휴 ","2,8호선 잠실역 2번 출구에서 약 29m (도보 1분)","백화점,잠실, 롯데월드,롯데월드타워,아쿠아리움, 면세점,서울스카이,전망대","장애인 전용 주차장,접근가능,엘리베이터,장애인 안내(휠체어 대여 및 기타),장애인화장실"
"1539","ko","서울광장","https://korean.visitseoul.net/attractions/서울광장/KOP001538?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP001538","100-101 서울 중구 태평로1가 31-","100-101 서울특별시 중구 세종대로 110 (태평로1가) ","02-120","","http://plaza.seoul.go.kr/","매주 월요일 '잔디 쉬는 날' 운영","","","1,2호선 시청역 5번 출구에서 약 89m (도보 1분) ","서울광장,문화행사, 문화공간, 아이스링크, 잔디, 시청, 시청역",""
"1232","ko","리움 미술관 ","https://korean.visitseoul.net/attractions/삼성미술관-리움/KOP001232?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP001232","140-893 서울 용산구 한남동 742-1 ","04348 서울 용산구 이태원로55길 60-16 (한남동) ","02-2014-6900","","http://leeum.samsungfoundation.org/html/global/main.asp","10:30 ~ 18:00 (매표마감 17:30)","화요일 ~ 일요일","-월요일 -1월 1일 -설 연휴 -추석 연휴"," 6호선 한강진역 1번 출구에서 약 399m (도보 7분)","삼성리움,예술체험,미술관,삼성미술관리움,한강진역,갤러리,한남동미술관,이태원,리움미술관,문화,한남동","장애인 전용 주차장,접근가능,엘리베이터,장애인 안내(휠체어 대여 및 기타),장애인화장실"
"46875","ko","마복림 할머니집","https://korean.visitseoul.net/attractions/MabongnimHalmeonijip/KOP8wjib6?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP8wjib6"," 서울 중구 신당동 292-112 ","04611 서울 중구 다산로35길 5 (신당동) ","02-2232-8930","","","09:00~22:50 ","매일","매달 2?4번째 월요일 휴무","2, 6호선 신당역 7번 출구에서 약 232m (도보 3분)","신당,분식점,떡볶이,오래가게",""
"27190","ko","마포관광정보센터","https://korean.visitseoul.net/attractions/마포관광정보센터/KOP027190?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP027190"," 서울 마포구 서교동 348-78 ","04055 서울 마포구 홍익로 22 (서교동) ","+82-2-334-7878","","","10:00 ~ 19:00","","","2호선, 공항철도, 경의중앙선 홍대입구역 9번 출구에서 약 260m (도보 4분)","마포관광정보센터,홍대입구역,홍대관광,마포,마포구관광,홍대,서울관광정보센터",""
"43432","ko","만나당","https://korean.visitseoul.net/attractions/2023001/KOPv423hd?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPv423hd","06029 서울 강남구 신사동 550-9 1층 101호 만나당","06029 서울 강남구 논현로175길 61 (신사동) 1층 101호 만나당","0507-1327-3312","","https://mannadang.modoo.at/ ","월요일-토요일 10:00-18:00","","일요일","지하철3호선 압구정역 5번 출구,  498m "," 압구정, 약과,오래가게,수제, 궁중약과, 가로수길, 강남",""
"1399","ko","만해한용운 심우장","https://korean.visitseoul.net/attractions/만해한용운-심우장/KOP001399?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP001399","136-824 서울 성북구 성북동 222-1 222-1","02879 서울 성북구 성북로29길 24 (만해 한용운 심우장) ","02-2241-2632","","https://www.sb.go.kr/tour/PageLink.do","09:00 - 18:00","","연중무휴","4호선 한성대입구역 6번 출구에서 삼선교.성북문화원 정류장까지 약 62m (도보 1분) 성북03 버스 탑승 후 슈퍼앞 정류장에서 하차, 만해한용운심우장까지 약 127m (도보 3분) ","성북동,역사유적, 한용운, 심우장, 만해한용운, 한성대입구역,유적지",""
"43464","ko","맨투맨양복점","https://korean.visitseoul.net/attractions/2023058/KOPald1vp?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPald1vp"," 서울 영등포구 영등포동6가 95-9 ","07251 서울 영등포구 영등포로 181-2 (영등포동6가) ","02-2676-6680","","","09:00~22:00","매일","없음","5호선 영등포시장역 4번 출구에서 약 551m (도보 8분)","영등포,오래가게,양복제작,맞춤양복,남성정장,양장점",""
"48010","ko","명동 화교거리","https://korean.visitseoul.net/attractions/2024-myeongdongchina/KOPn4r215?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPn4r215"," 서울 중구 명동2가 107-1 ","04535 서울 중구 충무로1가 15-1 ","","","","","","","4호선 명동역 5번 출구에서 약 405m (도보 6분)","명동,중국대사관,명동화교거리",""
"11469","ko","명동관광정보센터","https://korean.visitseoul.net/attractions/명동관광정보센터/KOP011469?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP011469"," 서울 중구 을지로2가 181 외환은행 본점 별관 1층","04538 서울 중구 을지로 66 하나금융그룹 명동사옥 별관1층 ","02-778-0333","","https://www.instagram.com/ticmyeongdong/","명동관광정보센터 / 기념품판매관 - 09:00~18:00","","음력 설 및 추석 당일 휴관","2호선 을지로입구 5, 6번 출구에서 147m (도보 2분)","서울관광정보센터,안내,을지로입구역,명동관광정보센터,관광정보센터,명동,관광정보","접근가능"
"27232","ko","삼청로 안내소","https://korean.visitseoul.net/attractions/삼청로-안내소/KOP027232?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP027232","110-210 서울 종로구 화동 61 ","03053 서울 종로구 삼청로 68 (안송빌딩) ","+82-2-723-9472","","http://www.sta.or.kr","10:00~19:00 (KST)","","설, 추석 당일 휴무","3호선 안국역 1번 출구","삼청동,여행,관광안내소,삼청로-안내소,여행,안내소",""
"4037","ko","명동성당","https://korean.visitseoul.net/attractions/명동성당/KOP004036?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP004036","100-809 서울 중구 명동2가 1-1 ","04537 서울 중구 명동길 74 (명동성당) ","02-774-1784","","http://www.mdsd.or.kr","","","없음","4호선 명동역 8번 출구에서 약 590m (도보 11분) 2호선 을지로입구역 5번 출구에서 약 616m (도보 12분) 2호선 을지로3가역 12번 출구에서 약 561m (도보 12분)"," 명동성당, 가톨릭,역사, 성당,명동대성당, 고딕, 명동주교좌성당, 종교,명동, 천주교","장애인화장실,장애인 전용 주차장,접근가능,엘리베이터"
"45562","ko","명동재미로","https://korean.visitseoul.net/attractions/2024-jaemiro/KOPhvgb2b?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPhvgb2b"," 서울 중구 남산동2가 30-4 ","04631 서울 중구 퇴계로20길 24 (남산동2가, 남산동공영주차장)  ","","","","","","","4호선 명동역 3번 출구에서 196m (도보 3분)","애니메이션, 만화,명동역,명동, 재미로",""
"1962","ko","생각꿈틀미술관","https://korean.visitseoul.net/attractions/생각꿈틀미술관/KOP001962?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP001962"," 서울 서초구 양재2동 310 언남고등학교 내 언남문화체육센터 ","06780 서울특별시 서초구 동산로 55, 언남고등학교 내 언남문화체육센터 (양재동) ","02-578-0270","","","평일 및 토요일 AM 10:00 ~ PM 06:00","월화수목금토","일요일?공휴일 휴관","신분당선 양재시민의 숲(매헌) 2번 출구 도보 10분","양재동미술관,언남고등학교,문화,체험학습,전시,전시,언남문화체육센터,생각꿈틀미술관,생각꿈틀언남문화체육센터,체험학습,문화, 양재시민의숲역미술관,양재동미술관,미술관",""
"5228","ko","명동함흥면옥","https://korean.visitseoul.net/attractions/명동함흥면옥/KOP005228?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP005228","100-809 서울 중구 명동2가 26-1 ","04537 서울 중구 명동10길 35-19 (명동2가) ","02-776-8430","","","11:00 ~ 20:00","월요일~토요일 ","일요일, 명절 휴무","4호선 명동역 5번 출구에서 약 337m (도보 4분)","명동냉면집,비빔냉면,냉면음식점, 함흥냉면,함흥면옥,회냉면, 냉면맛집,냉면,명동,명동맛집",""
