"고유번호","언어","상호명","콘텐츠URL","주소","신주소","전화번호","웹사이트","운영시간","운영요일","휴무일","교통정보"
"47238","ko","응봉산","https://korean.visitseoul.net/nature/2024-eungbong/KOPkxys7x?utm_source=seoulopendata&utm_medium=nature&utm_content=KOPkxys7x"," 서울 성동구 금호동4가 1539 ","04743 서울 성동구 독서당로 362 (응봉산팔각정 공중화장실) ","02-2286-6061","","24시간 운영 ","","","경의중앙선 응봉역 1번 출구에서 약 907m (도보 20분)  "
"2841","ko","망원 한강공원","https://korean.visitseoul.net/nature/망원-한강공원/KOP002841?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP002841","121-230 서울 마포구 망원동 205-4","04005 서울특별시 마포구 마포나루길 467 (망원동) 한강공원망원지구사무소 ","02-3780-0601","https://hangang.seoul.go.kr/archives/46737","24시간","","","6호선 망원역 2번 출구에서 약 1.5km (도보 23분)"
"3968","ko","반포 한강공원","https://korean.visitseoul.net/nature/반포-한강공원/KOP003968?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP003968","137-040 서울시 서초구 반포동 115-5 ","137-040 서울특별시 서초구 신반포로11길 39 (반포동) ","02-591-5943","https://hangang.seoul.go.kr/archives/46727","24시간   [달빛무지개분수 가동시간] 비수기(4~6월, 9~10월) : (매회 20분) 12:00, 19:30, 20:00, 20:30, 21:00 성수기(7~8월) : (매회 20분) 12:00, 19:30, 20:00, 20:30, 21:00, 21:30  *전력낭비예방을 위해 기상상황에 따라 분수 가동 중지","","","3, 9호선 고속터미널역 8-1번 출구에서 약 1.1km (도보 17분)"
"29797","ko","백사실계곡","https://korean.visitseoul.net/nature/백사실계곡/KOP029797?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP029797","110-830 서울 종로구 신영동 115 ","03019 서울 종로구 세검정로6길 98 ","02-2148-2854","","","","","3호선 경복궁역 3번 출구에서 1711, 7018, 7016 지선버스 탑승, 자하문터널입구.석파정 정류장 하차하여 약 514m (도보 16분) "
"29239","ko","녹사평역 지하예술정원","https://korean.visitseoul.net/nature/녹사평역-지하예술정원/KOP029239?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP029239","140-024 서울 용산구 용산동4가 4 ","04353 서울 용산구 녹사평대로 지하 195 (용산동4가, 6호선 녹사평역) ","02-794-5579","","","","","6호선 녹사평역에서 약 115m (도보 2분)"
"29945","ko","서소문역사공원","https://korean.visitseoul.net/nature/서소문역사공원/KOP029945?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP029945","100-142 서울 중구 의주로2가 16-72 ","04510 서울 중구 칠패로 5 (서소문공원) ","02-313-7986","https://www.seosomun.org/retrieveContents.do?mCode=111","09:30~17:30","화요일~일요일","월요일","2,5호선 충정로역 4번 출구에서 약 477m (도보 8분)"
"11237","ko","마포대교 바람의 길 & 서울색공원 ","https://korean.visitseoul.net/nature/마포대교-바람의-길-서울색공원-K/KOP011234?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP011234","150-010 서울 영등포구 여의도동 8 마포대교","07337 서울 영등포구 여의동로 330 (여의도동, 한강사업본부 여의도안내센터) ","02-3780-0561 (한강사업본부)","","","","","5호선 여의나루역 2번 출구에서 약 490m (도보 7분)"
"29798","ko","우이동계곡","https://korean.visitseoul.net/nature/우이동계곡/KOP029798?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP029798","142-871 서울 강북구 우이동 234-1 ","01000 서울 강북구 삼양로181길 141-5 (우이산장) ","02-997-8365 (북한산국립공원 우이분소)","","","","","우이신설선 북한산우이역 1번 출구에서 약 1.5km (도보 26분)"
"29459","ko","배봉산근린공원","https://korean.visitseoul.net/nature/배봉산근린공원/KOP029459?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP029459"," 서울 동대문구 전농동 산32-20 ","02509 서울 동대문구 한천로43길 22 (전농동) ","02-2127-4398","","","","","1호선, 경의중앙선 청량리역 4번 출구로 나와 청량리역환승센터(3번승강장)에서 2230 지선 버스 탑승, 배봉초등학교.전농우성아파트 정류장 하차 후 약 703m (도보 16분)"
"29800","ko","진관사계곡","https://korean.visitseoul.net/nature/진관사계곡/KOP029800?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP029800","122-200 서울 은평구 진관동 354 ","03308 서울 은평구 진관길 73 (진관동, 진관사) ","","","","","","3호선 구파발역 2번 출구에서 7211번 버스 탑승 후 하나고,삼천사,진관사입구에서 하차. 진관사계곡까지 약 1.4km (도보 36분) "
"29802","ko","삼천사계곡","https://korean.visitseoul.net/nature/삼천사계곡/KOP029802?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP029802","122-200 서울 은평구 진관동 산 25-2 ","03308 서울 은평구 연서로54길 127 (진관동, 삼천사) 인근","","","","","","3호선 구파발역 2번 출구에서 7211 지선버스 탑승, 하나고.삼천사.진관사입구 정류장에서 하차 후 약 1.7km (도보 36분)"
"3165","ko","수락산","https://korean.visitseoul.net/nature/수락산/KOP003165?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP003165","139-200 서울 노원구 상계동 일대","139-200 서울특별시 노원구 상계동 일대 ","02-950-3900","","","","","7호선 수락산역 1번 출구에서 약 72m (도보 1분) 4호선 당고개역 5번 출구에서 약 291m (도보 6분)"
"2287","ko","홍제천","https://korean.visitseoul.net/nature/홍제천/KOP002287?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP002287","120-090 서울 서대문구 홍제동 종로구, 서대문구, 마포구 일대","120-090 서울특별시 서대문구 홍제동 종로구, 서대문구, 마포구 일대 ","02-330-1405","","음악분수(4월3일~10월31일) 4,5,9,10월 9:00 ~ 19:00 6,7,8월 8:00 ~ 20:00  인공폭포(4월3일~10월31일) 12:00 ~ 13:00 (1시간) 13:30 ~ 14:00 (30분) 14:30 ~ 15:00 (30분) 15:30 ~ 16:00 (30분) 16:30 ~ 17:00 (30분) 17:30 ~ 18:00 (30분)","","","6호선 마포구청역 7번 출구에서 약 633m (도보 10분)"
"43766","ko","뚝섬한강공원","https://korean.visitseoul.net/nature/TtukseomHangngRiverpark/KOPbdyynw?utm_source=seoulopendata&utm_medium=nature&utm_content=KOPbdyynw"," 서울 광진구 자양동 704-2 ","05097 서울 광진구 강변북로 2273 (한강공원뚝섬안내센터) ","02-3780-0521","https://hangang.seoul.go.kr/www/contents/654.do?mid=449","","","","7호선 자양역 2번 출구에서 약 438m (도보 7분)"
"2263","ko","감로천 생태공원 ","https://korean.visitseoul.net/nature/감로천-생태공원/KOP002263?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP002263","153-815 서울 금천구 독산4동 371?375, 373일대 ","08556 서울 금천구 독산로54길 188 (독산동, 금천구민문화체육센터) ","02-2627-2395","http://parks.seoul.go.kr/parks/detailView.do?pIdx=39","","","","신림, 2호선 신림역 4번 출구에서 관악10 마을버스 탑승, 아카시아마을.민방위교육장 정류장에서 하차 후 약 494m (도보 9분)  "
"2130","ko","고덕 수변생태공원","https://korean.visitseoul.net/nature/Оздоровительный-клуб?в-Vista-Walkerhill-Seoul/KOP002130?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP002130","134-080 서울 강동구 고덕동 374-1 일대"," 서울특별시 강동구 고덕동 374-1 일대 ","02-426-0755","http://hangang.seoul.go.kr/archives/352","","","","5호선 고덕역 4번 출구에서 강동01 마을버스 탑승, 지식산업센터 정류장 하차 후 약 1km (도보 17분) "
"27397","ko","서울식물원","https://korean.visitseoul.net/nature/서울식물원/KOP027397?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP027397"," 서울 강서구 마곡동 812 ","07789 서울 강서구 마곡동로 161 (마곡동, 서울식물원) ","02-2104-9716","botanicpark.seoul.go.kr","3~10월 09:30~18:00(17:00 입장 마감)   11~2월 09:30~17:00(16:00 입장 마감)","화요일~일요일  공원(열린숲, 호수원, 습지원) 연중무휴","월요일","9호선 공항철도 마곡나루역 3번 출구에서 약 524m (도보 8분) "
"39708","ko","춘당지","https://korean.visitseoul.net/nature/춘당지/KOP039629?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP039629"," 서울 종로구 와룡동 2-1 ","03072 서울 종로구 창경궁로 185 (와룡동, 창경궁) "," 02-762-4868 ","http://cgg.cha.go.kr/agapp/public/html/HtmlPage.do?pg=/cgg/01/virtual_01.jsp&pageNo=79010000&siteCd=CGG","09:00 ~ 20:00 (매표 및 입장시간) 09:00 ~ 21:00 (관람시간)","화요일~일요일","매주 월요일 (휴무일이 공휴일일 경우 익일 휴무)","4호선 혜화역 4번 출구에서 약 994m (도보 16분)"
"4399","ko","관악산","https://korean.visitseoul.net/nature/관악산/KOP004398?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP004398","151-019 서울 관악구 대학동 일대","151-019 서울특별시 관악구 대학동 일대 ","02-879-6549 ","http://www.gwanak.go.kr/site/gwanak/05/10503020100002016051205.jsp","","","","2호선 낙성대역 1번 출구에서 관악산 정상까지 약 4.4km (도보 2시간 26분) 신림선 관악산역 1번 출구에서 관악산 정상까지 약 4.5km (도보 2시간 4분) "
"28658","ko","소월길","https://korean.visitseoul.net/nature/소월길/KOP028658?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP028658"," 서울 중구 남창동 51-1 ","04528 서울 중구 소월로 3 (남창동, 에티버스타워) ","","","","","","4호선 회현역 5번 출구에서 약 294m (도보 5분)"
"47462","ko","서울 도심 등산관광센터(북한산)","https://korean.visitseoul.net/nature/2024-SHTCbukhansan/KOPmt730g?utm_source=seoulopendata&utm_medium=nature&utm_content=KOPmt730g"," 서울 강북구 우이동 181-7 ","01002 서울 강북구 삼양로173길 52 (우이동, 광림빌딩) 광림빌딩 5층 ","1533-2608","https://www.seoulhiking.or.kr","09:00 - 18:00 ","화요일 ~ 일요일","월요일","우이신설선 북한산 우이역 2번 출구에서 약 300m(도보 5분)"
"1306","ko","용산가족공원","https://korean.visitseoul.net/nature/용산가족공원/KOP001306?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP001306","140-026 서울 용산구 용산동6가 68-90 ","04383 서울 용산구 서빙고로 185 (용산공원) ","	02-792-5661","	http://munha.yongsan.go.kr/pms/contents/contents.do?contseqn=1018&sitecdv=S0000701&decorator=user07Ct&menucdv=01020200","연중 24시간 개방 ","월요일~일요일 ","","경의중앙, 4호선 이촌역 2번 출구에서 약 724m (도보 10분) 경의중앙선 서빙고역 1번 출구에서 약 678m (도보 11분) "
"48458","ko","옥류헌릴렉스","https://korean.visitseoul.net/nature/caferelax/KOPqpz1gt?utm_source=seoulopendata&utm_medium=nature&utm_content=KOPqpz1gt"," 서울 강북구 삼양로181길 142 옥류헌릴렉스 ","01000 서울 강북구 삼양로181길 142 옥류헌릴렉스 ","0507-1334-1829","https://www.instagram.com/cafe_relax._","11:00 ~ 21:30","매일","","우이신설역 북한산우이역 1번 출구에서 824m (도보 14분)"
"2161","ko","여의도 공원 ","https://korean.visitseoul.net/nature/Ritamville/KOP002161?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP002161","150-010 서울 영등포구 여의도동 2 ","07243 서울 영등포구 여의공원로 68 (여의도동, 여의도공원관리사무소) ","02-761-4079","http://parks.seoul.go.kr/template/sub/yeouido.do","","","","5,9호선 여의도역 3번 출구에서 651m (도보 12분)"
"1625","ko","중랑천","https://korean.visitseoul.net/nature/중랑천/KOP001625?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP001625"," 서울 중랑구 중화동 - 중랑천길"," 서울특별시 중랑구 중화동 중량천길 ","02-938-9520~1","http://jr1000ecocenter.nowon.kr/main.do","","","","7호선 중화 3번 출구 도보 10분 1호선 신이문 1번 출구 도보 10분 "
"379","ko","선유도 공원","https://korean.visitseoul.net/nature/선유도공원/KOP000378?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP000378","150-040 서울 영등포구 당산동 1 ","07200 서울 영등포구 선유로 343 (당산동, 선유도공원) ","02-2631-9368","http://parks.seoul.go.kr/template/sub/seonyudo.do","공원 : 06:00 ~ 24:00  전시관 : 화요일~일요일 09:00~18:00 (동절기 09:00~17:00)","공원 : 월요일~일요일 전시관 : 화요일~일요일 ","","9호선 선유도역 2번 출구에서 782m (도보 13분)"
"1853","ko","어린이대공원","https://korean.visitseoul.net/nature/어린이대공원/KOP001852?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP001852"," 서울시 광진구 능동 18 ","04991 서울특별시 광진구 능동로 216, 서울어린이대공원(능동) ","02-450-9311","http://www.sisul.or.kr/open_content/childrenpark/","05:00 ~ 22:00 10:00~17:00 (동물원 이용시간 /계절 및 날씨등에 따라 일부 변경될 수 있음.)","매일","","7호선 어린이대공원역 1번 출구에서 약 106m (도보 1분)"
"34","ko","청계천","https://korean.visitseoul.net/nature/청계천/KOP000034?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP000034","110-110 서울 종로구 서린동 146 ","03187 서울 종로구 무교로 37 (서린동) ","02-2290-6114","https://www.sisul.or.kr/open_content/cheonggye/ ","","","","지하철 1호선 시청역 4번 출구, 384m (도보 6분)"
"2158","ko","매헌시민의 숲","https://korean.visitseoul.net/nature/HEDIHAUS/KOP002156?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP002156","137-130 서울 서초구 양재2동 236","06773 서울특별시 서초구 매헌로 99 (양재동) ","02-575-3895","http://parks.seoul.go.kr/citizen","00:00 ~ 24:00","매일","","신분당선 양재시민의숲역 5번 출구에서 약 494m (도보 7분)   "
"28656","ko","백범광장공원","https://korean.visitseoul.net/nature/백범광장공원/KOP028656?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP028656","100-873 서울 중구 회현동1가 100-5 ","04633 서울 중구 퇴계로8길 49-4 ","02-3783-5900","","","","","4호선 회현역 4번 출구에서 약 512m (도보 13분) 1,4호선, 경의중앙선, 공항철도 서울역 10번 출구에서 약 679m (도보 16분)"
"45692","ko","경춘선숲길","https://korean.visitseoul.net/nature/2024gcsforest/KOPi8pv19?utm_source=seoulopendata&utm_medium=nature&utm_content=KOPi8pv19"," 서울 노원구 공릉동 29-51 ","01802 서울 노원구 공릉동 29-51 ","02-3783-5977","","24시간 연중무휴","","","6호선 화랑대역 4번 출구에서 686m (도보 12분)"
"43387","ko","서초꽃마당","https://korean.visitseoul.net/nature/SeochoFlowerGarden/KOPsgywus?utm_source=seoulopendata&utm_medium=nature&utm_content=KOPsgywus"," 서울 서초구 신원동 294 ","06799 서울 서초구 청계산로7길 9-20 (신원동, 내곡중학교) 내곡중학교 앞 ","","","","","","신분당선 청계산입구역 1번 출구에서 약 399m (도보 6분)"
"3633","ko","남산공원","https://korean.visitseoul.net/nature/남산공원/KOP003631?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP003631","140-190 서울 중구 예장동 산5-85 남산제1별관 ","04628 서울특별시 중구 삼일대로 231 ","02-3783-5900","http://parks.seoul.go.kr/namsan","상시개방","","","4호선 회현역 4분 출구에서 약 923m (도보 20분) 4호선 명동역 3번 출구에서 약 846m (도보 18분)"
"16324","ko","북악산 야경","https://korean.visitseoul.net/nature/북악산-야경/KOP016324?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP016324"," 서울 종로구 평창동 산 6-17 ","03010 서울 종로구 북악산로 267 (평창동, 북악팔각정) ","02-730-9924","","봄,가을(3~4월,9~10월)  07:00 - 18:00 (16시까지 입산) 여름(5~8월) 07:00 - 19:00 (17시까지 입산) 겨울(11~2월) 09:00 - 17:00 (15시까지 입산)","매일","","3호선 경복궁역 3번 출구에서 7212, 7022, 1020 버스 탑승, 자하문고개.윤동주문학관 정류장 하차 후 북악산 정상까지 약 807m (도보 29분)"
"3701","ko","낙산공원","https://korean.visitseoul.net/nature/낙산공원/KOP003700?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP003700","110-510 서울 종로구 동숭동 산 2-10 ","03085 서울 종로구 낙산길 41 (동숭동) ","02-743-7985","http://parks.seoul.go.kr/template/sub/naksan.do","낙산 전시관 09:00 ~ 18:00 (동절기 09:00 ~ 17:00) ※공원은 24시간 개방","","","4호선 혜화역 2번 출구에서 약 491m (도보 10분)  "
"38786","ko","응봉산 야경","https://korean.visitseoul.net/nature/응봉산-야경/KOP038786?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP038786"," 서울 성동구 금호동4가 1539 ","04743 서울 성동구 독서당로 362 (응봉산팔각정 공중화장실) ","02-2286-6061","","00:00 ~ 24:00","매일","","경의중앙선 응봉역 1번 출구에서 약 886m (도보 19분)"
"31922","ko","노들섬","https://korean.visitseoul.net/nature/노들섬/KOP031922?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP031922"," 서울 용산구 이촌동 302-146 노들섬","04427 서울 용산구 양녕로 445 (이촌동) 노들섬 ","+82-2-749-4500","http://nodeul.org/","하절기(3월~10월)화요일~금요일 10:00 - 21:00 / 주말.공휴일 10:00 - 22:00 동절기(11월~2월)화요일~일요일 10:00 - 20:00 야외공간24시간 개방","","","1) 1호선 용산역 1번출구에서 신용산역 정류장 (03-004) 이동-노들섬 방면 버스 탑승-노들섬 정류장 (03-340) 하차 후 약 125m (도보 3분) 2) 4호선 신용산역 3번출구에서  신용산역 정류장 (03-004) 이동-노들섬 방면 버스 탑승-노들섬 정류장 (03-340) 하차 후 약 125m (도보 3분) 3) 9호선 노들역 2번 출구에서 한강대교 방면으로 약 738m (도보 13분)"
"369","ko","북한산국립공원","https://korean.visitseoul.net/nature/북한산국립공원/KOP000369?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP000369","136-855 서울 성북구 정릉동 산 1-1 ","02700 서울 성북구 보국문로34길 6-21 (정릉동) ","02-909-0497","http://bukhan.knps.or.kr","04:00 ~ 17:00 (3월~11월) 04:00 ~ 16:00 (12월~2월)","매일","","3호선 구파발역 2번 출구에서 양주37, 704번 버스 탑승, 북한산성입구 정류장 하차 후 약 563m (도보 10분)  "
"2027","ko","구암공원","https://korean.visitseoul.net/nature/首?克里森多酒店/KOP002027?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP002027","157-807 서울 강서구 가양동 1471 ","07525 서울 강서구 허준로5길 42 (가양동, 구암공원관리사무실) ","02-2600-4196","","","","","9호선 가양역 1번 출구에서 약 741m (도보 11분) "
"37010","ko","광진숲나루","https://korean.visitseoul.net/nature/광진숲나루/KOP037010?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP037010"," 서울 광진구 광장동 401-14 ","04982 서울 광진구 천호대로 760 (광장동, 광진숲나루 전망대 개방화장실) ","","","","","","5호선 광나루역 1번 출구에서 약 711m (도보 13분)"
"27691","ko","노을공원","https://korean.visitseoul.net/nature/노을공원/KOP027691?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP027691","121-832 서울 마포구 상암동 481-6 ","03900 서울 마포구 하늘공원로 84 (상암동, 한국지역난방공사) ","02-300-5501","http://parks.seoul.go.kr/template/sub/worldcuppark.do","05:00 - 22:00 매달 운영시간 상이 (일출시~일몰시까지) *홈페이지 참조","","","6호선 월드컵경기장역 1번 출구에서 맹꽁이전동차 매표소까지 약 803m (도보 14분) 6호선 월드컵경기장역 1번 출구에서 노을공원까지 약 3.3km (도보 59분)"
"29796","ko","푸른수목원","https://korean.visitseoul.net/nature/푸른수목원/KOP029796?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP029796","152-140 서울 구로구 항동 31 ","08361 서울 구로구 연동로 240 (항동, 푸른수목원) ","02-2686-3200","http://parks.seoul.go.kr/pureun","5:00~22:00 (축제 기간 및 행사 기간에 따라 변동될 수 있음)","매일","연중무휴","1호선 역곡역 1번 출구로 나와 역곡역 남부 정류장에서 6615 지선버스 탑승, 푸른수목원 정류장 하차 후 약 187m (도보 4분) "
"44732","ko","이화벽화마을","https://korean.visitseoul.net/nature/IhwaMuralVillage/KOPz90c1l?utm_source=seoulopendata&utm_medium=nature&utm_content=KOPz90c1l"," 서울 종로구 이화동 9-416 ","03088 서울 종로구 낙산4길 49 (이화동) ","","","","","","4호선 혜화역 2번 출구에서 약 765m (도보 14분)"
"45555","ko","마포새빛문화숲","https://korean.visitseoul.net/nature/2024-maposaebit/KOPjxg13l?utm_source=seoulopendata&utm_medium=nature&utm_content=KOPjxg13l"," 서울 마포구 당인동 1 ","04082 서울 마포구 토정로 56 ","","","24시간 연중무휴","","","6호선 상수역 4번 출구에서 703m (도보 10분)"
"45402","ko","양화한강공원","https://korean.visitseoul.net/nature/2024-yanghwahangang/KOPe5w2yc?utm_source=seoulopendata&utm_medium=nature&utm_content=KOPe5w2yc"," 서울 영등포구 당산동 98-1 양화안내센터","07231 서울 영등포구 노들로 221 (당산동, 한강공원 양화안내센터) 양화 안내센터","02-3780-0581~3","","연중무휴","","","9호선 선유도역 2번 출구에서 702m (도보 12분) "
"45701","ko","불빛정원(옛 화랑대역)","https://korean.visitseoul.net/nature/2024-nowonlightpark/KOPe3alnl?utm_source=seoulopendata&utm_medium=nature&utm_content=KOPe3alnl"," 서울 노원구 공릉동 29-4 ","01802 서울 노원구 화랑로 608 (공릉동) ","","","일몰 전 30분 ~ 오후 10시","화 - 일요일","월요일","6호선 화랑대역 4번 출구에서 878m (도보 15분)"
"35621","ko","마포구 메타세쿼이아 숲길","https://korean.visitseoul.net/nature/마포구-메타세쿼이아-숲길/KOP035621?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP035621"," 서울 마포구 상암동 481-72 ","03900 서울 마포구 하늘공원로 95 (상암동, 탐방객안내소) 메타세쿼이아 숲길","","","연중무휴","","","6호선 마포구청역 8번 출구에서 약 2.2km (도보 37분)"
"2139","ko","올림픽공원","https://korean.visitseoul.net/nature/千年食香/KOP002139?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP002139","138-749 서울 송파구 방이동 88 ","05540 서울 송파구 올림픽로 424 (방이동, 올림픽공원) ","02-410-1114","https://www.ksponco.or.kr/olympicpark/","05:00~22:00 도보나 자전거 출입 (광장지역은 24:00)  06:00~22:00 차량 출입 ※ 시설물 안전과 방문객의 신변보호를 위해 22시 이후에는 공원 안쪽으로의     출입을 금합니다. ","월요일 ~ 일요일","연중무휴","5,9호선 올림픽공원역 4번 출구에서 약 1100m (도보 19분) "
"29458","ko","솔밭근린공원","https://korean.visitseoul.net/nature/솔밭근린공원/KOP029458?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP029458","142-892 서울 강북구 우이동 80 ","01007 서울 강북구 삼양로 561 (우이동, 솔밭공원 관리실및화장실) ","02-901-6939","","","","","우이신설선 4.19민주묘지역 2번 출구에서 약 278m (도보 4분)"
"37130","ko","일자산허브천문공원","https://korean.visitseoul.net/nature/일자산허브천문공원/KOP037130?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP037130"," 서울 강동구 둔촌동 산86 ","134-060 서울 강동구 둔촌동 산86 ","","http://cafe.daum.net/herbparks/","","","","9호선 중앙보훈병원역 3번 출구에서 342 간선버스, 2312 지선버스 탑승하여 길동자연생태공원 정류장 하차 후 약 296m (도보 7분)"
"15873","ko","서울 둘레길 코스 안내","https://korean.visitseoul.net/nature/서울-둘레길-코스-안내/KOP015873?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP015873"," 서울 도봉구 도봉동 4-1 ","01318 서울 도봉구 마들로 916 (도봉동, 방문자센터) ","02-779-7902~4","","","","",""
"37952","ko","수성동계곡","https://korean.visitseoul.net/nature/수성동-계곡/KOP037952?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP037952"," 서울 종로구 옥인동 185-3 ","03034 서울 종로구 옥인동 185-3 수성동 계곡","02-2148-2844","","24시간, 연중무휴","","","3호선 경복궁역 3번 출구에서 종로09 버스 탑승하여 박노수미술관 정류장 하차 후 약 406m (도보 10분)"
"4928","ko","서서울호수공원","https://korean.visitseoul.net/nature/서서울호수공원/KOP004924?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP004924","158-829 서울 양천구 신월동 149-20 공원관리사무소","07916 서울 양천구 남부순환로64길 20 (신월동, 공원관리사무소) ","02-2604-3004","http://parks.seoul.go.kr/template/sub/lakepark.do","","월요일~일요일","","2,5호선 까치산역 4번 출구에서 653번 간선버스 탑승, 서서울호수공원 정류장에서 하차 후 약 149m (도보 2분)  "
"2909","ko","잠원 한강공원","https://korean.visitseoul.net/nature/잠원-한강공원/KOP002909?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP002909","137-030 서울시 서초구 잠원동 121 한강공원잠원안내센터 ","06513 서울특별시 서초구 잠원로 221-124 (잠원동) 한강공원잠원안내센터 ","02-3780-0531","https://hangang.seoul.go.kr/archives/46678","","","","3호선 잠원역 4번 출구에서 약 1.2km (도보 20분) "
"16327","ko","선유도 야경","https://korean.visitseoul.net/nature/선유도-야경/KOP016327?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP016327","150-040 서울 영등포구 당산동 1 ","07200 서울 영등포구 선유로 343 (당산동, 선유도공원) ","02-2631-9368","http://parks.seoul.go.kr/template/sub/seonyudo.do","06:00 ~ 24:00 ","매일","","9호선 선유도역 2번 출구에서 782m (도보 13분)"
"16328","ko","석촌호수 야경","https://korean.visitseoul.net/nature/석촌호수-야경/KOP016328?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP016328"," 서울 송파구 잠실동 47 서울놀이마당 ","05608 서울 송파구 삼학사로 136 (잠실동) ","02-412-0190","","매일","","","2, 8호선 잠실역 2번 출구에서 약 280m (도보 5분)"
"16321","ko","남산서울타워 야경","https://korean.visitseoul.net/nature/남산서울타워-야경/KOP016321?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP016321","140-022 서울 용산구 용산동2가 산 1-3 ","04340 서울 용산구 남산공원길 105 (용산동2가, YTN서울타워) ","02-3455-9277","https://www.seoultower.co.kr/","평일 10:00-22:30 주말 및 공휴일 10:00-23:00 * 마감시간 30분 전까지 입장 가능 * 레스토랑 운영시간은 매장마다 상이하므로 홈페이지 참고","월요일~일요일","연중무휴","3, 4호선 충무로역 또는 3호선 동대입구역에서 순환버스 01번(남산순환) 탑승, '남산서울타워' 정류장 하차 후 약 357m ( 도보 8분)  서울시티투어버스 탑승 후 'N서울타워' 정류장 하차"
"27690","ko","봉산 ","https://korean.visitseoul.net/nature/봉산/KOP027690?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP027690","122-807 서울 은평구 구산동 산 135-8 ","03424 서울 은평구 서오릉로23길 8-5 (수국사) ","02-351-6114","https://eptour.kr/v2/layout/contents_view.php?b_um=03&m_um=01&s_um=01&t_um=01","","","","6호선 구산역 4번 출구에서 7720 지선버스 탑승, 선진운수종점 하차 후 봉산 정상까지 약 1.4km (도보 37분) "
"36973","ko","서순라길","https://korean.visitseoul.net/nature/서순라길/KOP036973?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP036973"," 서울 종로구 봉익동 1-1 ","03134 서울 종로구 서순라길 75 (봉익동) ","","","","","","지하철 1, 3, 5호선 종로3가역 7번 출구, 약 250m (도보 5분)"
"2119","ko","월드컵공원","https://korean.visitseoul.net/nature/HEIDIHAUS/KOP002116?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP002116","121-250 서울특별시 마포구 상암동 481-6 ","03900  서울특별시 마포구 하늘공원로 86 "," 02-300-5500","http://parks.seoul.go.kr/template/sub/worldcuppark.do","평화의 공원, 난지천공원, 난지한강공원은 상시개방 하늘공원, 노을공원은 일몰시간+2시간부터 공원 통제   (매달 통제시간이 다르니 홈페이지에서 확인 바랍니다.)","","","6호선 월드컵경기장역 1번 출구에서 약 565m (도보 10분) 6호선 마포구청역 8번 출구에서 약 637m (도보 11분)"
